Guide	Gene	AP2_i10	BR1_i12	BR3_i25	BR4_i14	m1_aav_i15
Cfd_-_79890980.23-P1P2	Cfd	1967	3488	2419	2340	3911
non-targeting_00057	non-targeting	1592	2095	1586	1732	3009
Dusp15_+_152951577.23-P1P2	Dusp15	2136	2518	2327	2383	3699
Fbp1_-_62888125.23-P1P2	Fbp1	2765	2410	2794	3083	5172
Serpina1c_-_103904565.23-P1P2	Serpina1c	1426	1748	1367	1444	2227
Fech_-_64489029.23-P1P2	Fech	2058	2161	1757	2125	3239
Aatk_-_120047116.23-P2	Aatk_P2	2137	2340	1802	1876	2332
Map4k3_+_80728091.23-P1P2	Map4k3	1121	1152	988	1074	1864
Acvr2b_+_119402188.23-P1P2	Acvr2b	1509	1349	1330	1567	1851
Atp6v1b2_+_69088849.23-P1P2	Atp6v1b2	1777	2614	1318	2295	4644
Ppap2b_-_105157446.23-P1P2	Ppap2b	762	615	741	516	1079
H2-Q1_-_35320624.23-P1P2	H2-Q1	808	459	864	867	1576
Oxtr_-_112490566.23-P1P2	Oxtr	2275	2240	1851	2532	4043
Cdk14_-_5380129.23-P1P2	Cdk14	2160	1935	2127	1829	3540
Pkn2_+_142881918.23-P1P2	Pkn2	934	639	640	969	1392
Pam_-_98095553.23-ENSMUST00000097625.3	Pam	1948	1779	1805	2302	2593
Pnp2_-_50956209.23-P1P2	Pnp2	1149	1017	738	1037	1726
Ndst1_-_60713363.23-ENSMUST00000169273.1	Ndst1	3005	4156	3148	3175	5405
Pik3cg_-_32208545.23-P1P2	Pik3cg	2281	2007	1958	1771	3200
Ffar1_-_30861233.23-ENSMUST00000052700.3	Ffar1	1368	1865	1550	1443	2332
Plekha4_-_45529811.23-P1	Plekha4_P1	2467	3290	2642	3185	5332
Cubn_-_13491842.23-P1P2	Cubn	76	118	65	112	133
Ptpn4_-_119837335.23-P1P2	Ptpn4	1335	1666	1390	1644	2852
Acsl4_+_142390335.23-P1P2	Acsl4	57	162	51	127	239
Cbs_-_31637143.23-P1P2	Cbs	1009	1123	1198	1054	1936
Pik3cg_+_32208594.23-P1P2	Pik3cg	2720	3032	2698	2954	4661
Dgke_-_89060721.23-P1P2	Dgke	3406	4131	3019	3421	5742
Trappc6b_-_59061383.23-P1P2	Trappc6b	1170	424	895	1201	1787
Pcsk2_-_143546266.23-P1P2	Pcsk2	2223	2087	1863	2606	3867
Taok3_-_117120231.23-P1	Taok3_P1	1248	1235	1170	1263	1790
Rdh12_-_79209002.23-P1P2	Rdh12	961	986	835	1157	1688
Pcmt1_+_7663224.23-P1P2	Pcmt1	1207	1618	1300	1453	2063
Serpinc1_+_160978693.23-P1P2	Serpinc1	29	128	22	53	123
Jak3_-_71676609.23-P1P2	Jak3	1527	2026	1367	1770	2773
Cpe_+_64692994.23-P1P2	Cpe	331	392	322	325	536
Nnmt_+_48604977.23-P1P2	Nnmt	3149	3076	2532	3169	5095
Mapk6_-_75409943.23-P1P2	Mapk6	1501	1382	1297	1842	2712
Saa2_+_46751829.23-P1P2	Saa2	3965	3779	4473	4301	7271
Pik3ca_-_32397503.23-P1P2	Pik3ca	3457	3726	3639	3518	6405
Mccc2_+_100015380.23-P1P2	Mccc2	44	21	41	6	18
Mtmr6_-_60265222.23-P1P2	Mtmr6	3644	2924	3221	3061	4780
Akt1_+_112674225.23-P1P2	Akt1	2037	1506	1503	1895	2435
Mmp28_+_83462979.23-P1P2	Mmp28	292	598	336	496	703
Cp_-_19957635.23-P1P2	Cp	1742	1724	2006	1948	3352
Ahcy_-_155074473.23-P1P2	Ahcy	1019	902	919	1175	1911
Myl12a_-_70997936.23-P2	Myl12a_P2	990	972	957	951	1789
Hexb_+_97198268.23-P1P2	Hexb	3243	4332	3474	3988	7056
Gyg_-_20155064.23-ENSMUST00000178328.1	Gyg	2314	2474	2654	2535	3583
Dusp10_-_184034504.23-P1P2	Dusp10	1351	1848	1606	1741	3249
Cyp3a41a_+_145720089.23-ENSMUST00000094111.4	Cyp3a41a	2364	2580	2868	2570	4792
Acpp_-_104337666.23-P1P2	Acpp	1540	1554	1536	1656	2429
Ryk_-_102834947.23-P1P2	Ryk	1171	1148	1589	1436	1887
Capn1_-_6015145.23-P1P2	Capn1	2371	3010	2034	2175	3912
Psph_+_129787158.23-P1P2	Psph	210	438	339	389	588
Rpl19_-_98026937.23-P1P2	Rpl19	1275	1205	1242	1520	1839
Atr_+_95857709.23-P1P2	Atr	1853	1618	1509	1780	2795
Cyp3a41b_+_145584280.23-P1P2	Cyp3a41b	2242	2267	2253	2000	3383
Mme_-_63300205.23-P1	Mme_P1	1894	1773	1594	1675	2953
Acp2_-_91202941.23-P1P2	Acp2	2628	2049	2373	2568	4279
Trappc1_-_69324078.23-P1P2	Trappc1	1060	1359	971	1429	2520
Tenc1_+_102103000.23-P1P2	Tenc1	1494	2217	1950	1656	3027
Gsta2_+_78347178.23-P1P2	Gsta2	1292	1576	1683	1268	2331
Gpx6_+_21312559.23-P1P2	Gpx6	3626	4191	4134	4074	7753
Pink1_-_138326223.23-P1P2	Pink1	1834	2438	2017	2117	3291
Rpl8_+_76904147.23-P1P2	Rpl8	1400	1383	922	1889	2602
Ntrk1_+_87795155.23-P1P2	Ntrk1	1029	734	959	775	1356
Sgk2_+_162987569.23-P1P2	Sgk2	556	565	582	453	788
Avpr1a_+_122448608.23-P1P2	Avpr1a	220	131	248	188	372
Slc7a9_+_35449137.23-P1P2	Slc7a9	2840	3153	3457	3170	5759
Slc25a10_+_120491964.23-P1P2	Slc25a10	1838	2410	2237	2161	3444
Cel_+_28563374.23-P1P2	Cel	1366	1187	1531	1431	2772
Agtr1a_+_30336545.23-P1P2	Agtr1a	2175	3354	2481	2819	4337
Flt3l_-_45136102.23-P1P2	Flt3l	2648	2085	3025	2989	4685
Mmachc_-_116708223.23-P1P2	Mmachc	347	311	191	252	573
Ak8_+_28700232.23-P1P2	Ak8	801	580	932	826	1187
Igsf10_+_59344327.23-P1P2	Igsf10	2120	1481	1916	1952	3518
Abl2_-_156558876.23-P1P2	Abl2	2605	3145	3236	3358	4900
Fech_-_64488994.23-P1P2	Fech	1869	1405	1356	1969	3036
Zmynd8_-_165858128.23-P2	Zmynd8_P2	323	339	192	203	580
Htr1f_+_65105656.23-P1P2	Htr1f	1495	1098	1663	1788	2564
Gabbr1_+_37046013.23-P1	Gabbr1_P1	810	564	606	899	961
C1ra_-_124512849.23-P1P2	C1ra	1762	2303	1729	1934	3311
Nfs1_+_156144163.23-P1P2	Nfs1	1500	2224	987	1516	2787
Ksr2_+_117414052.23-P1P2	Ksr2	1220	1605	1105	1363	2151
Htr1d_+_136424832.23-P1P2	Htr1d	2859	2486	2030	2665	4373
Pink1_+_138326215.23-P1P2	Pink1	1718	2398	1803	1816	3293
Ikbkap_+_56802248.23-P1P2	Ikbkap	742	925	819	922	1622
Arpc1b_-_145114325.23-P1P2	Arpc1b	3467	3901	3811	3496	6428
Arl5b_-_15055337.23-P1P2	Arl5b	788	596	899	1014	1504
Dph5_+_115888378.23-P1P2	Dph5	1045	1763	1360	1481	2697
non-targeting_00085	non-targeting	1823	1938	1493	1672	2658
Sec14l3_-_4064999.23-P1P2	Sec14l3	1759	1746	1858	1891	3102
Oprk1_-_5588577.23-P1P2	Oprk1	1743	2063	1171	1810	2999
Cbr1_+_93607946.23-P1P2	Cbr1	1889	2079	1735	2416	3342
Sptlc2_-_87388188.23-P1P2	Sptlc2	2640	2518	2589	2621	4362
non-targeting_00118	non-targeting	96	169	73	92	290
Aurka_+_172370492.23-P1P2	Aurka	953	1092	1178	1395	2172
Got2_-_95888019.23-P1P2	Got2	979	945	957	1023	1489
Ppp1r8_+_132843089.23-P1P2	Ppp1r8	328	195	313	362	590
Aurkaip1_+_155831947.23-P1P2	Aurkaip1	2197	2951	2324	2500	4397
Psat1_-_15924932.23-P1P2	Psat1	2644	2324	2606	2613	4429
Ugp2_-_21370404.23-P1P2	Ugp2	2053	1210	1466	1823	4012
Alpl_-_137796304.23-P1P2	Alpl	2623	3614	2795	3153	4926
Ptpdc1_+_48625299.23-P1P2	Ptpdc1	2385	2440	2254	2162	3880
Dbf4_-_8422651.23-P1P2	Dbf4	523	661	666	874	1313
Top1mt_-_75678691.23-P1P2	Top1mt	3120	3331	3464	3784	5949
Glra1_-_55607916.23-P1P2	Glra1	2422	3621	2553	2655	4932
Ppfia2_-_106470422.23-P1P2	Ppfia2	1867	1464	1973	2180	3354
Eif2ak2_+_78882497.23-P1P2	Eif2ak2	1896	2107	1772	2270	3229
Gart_+_91646916.23-P1P2	Gart	2338	2703	2285	2121	3323
Adora1_-_134234785.23-P1P2	Adora1	395	312	264	368	566
non-targeting_00012	non-targeting	1033	1103	985	858	1612
Mmp24_-_155775378.23-P1P2	Mmp24	1343	1351	1331	1628	2476
Nme7_+_164307773.23-P1P2	Nme7	2150	1708	1928	2594	3458
Kcne1_-_92358838.23-P1P2	Kcne1	1418	1071	1239	1350	1978
Slc7a3_+_101085395.23-P1P2	Slc7a3	2257	2680	1932	2339	3364
Chrna7_+_63212506.23-P1P2	Chrna7	1983	1769	1570	1853	3088
Ppp1r2_+_31275205.23-P1P2	Ppp1r2	1332	1509	1187	1374	2270
Pomc_+_3955182.23-P1P2	Pomc	587	529	469	534	919
Chrnb1_+_69795866.23-P1P2	Chrnb1	1126	1338	1181	1032	1789
Ak4_+_101419709.23-P1P2	Ak4	1015	1417	958	1168	1606
Tgfbr1_-_47353300.23-P1P2	Tgfbr1	1049	1634	798	1060	1620
Tnik_+_28263398.23-P1P2	Tnik	1328	1064	1114	1167	1662
Sdf2_-_78246082.23-P1P2	Sdf2	977	1041	1096	1110	2023
Gk5_+_96119384.23-P1P2	Gk5	127	184	177	145	227
Serpinc1_-_160978710.23-P1P2	Serpinc1	969	950	891	1064	1994
Pdk4_-_5496286.23-P1P2	Pdk4	1869	2062	2061	2276	3262
Kcnq3_-_66286573.23-P1P2	Kcnq3	277	718	405	614	832
Ndufs5_+_123718015.23-P1P2	Ndufs5	709	981	838	957	1621
Adck1_-_88360595.23-P1P2	Adck1	509	1173	792	994	1885
Chrna5_-_54981482.23-P1P2	Chrna5	1578	1997	1667	2114	3694
Shmt1_+_60811145.23-P1P2	Shmt1	361	235	244	267	429
Adra2b_+_127363223.23-P1P2	Adra2b	226	187	239	253	396
Ece1_-_137862337.23-P1P2	Ece1	624	692	456	521	1025
Rpl10l_+_66284377.23-P1P2	Rpl10l	2949	2912	2571	3230	3685
Slc6a1_+_114282807.23-P1P2	Slc6a1	0	0	24	0	10
Stk40_+_126104280.23-P1P2	Stk40	1922	2543	1960	2263	3459
Slc6a5_+_49910304.23-P1P2	Slc6a5	851	1346	1024	805	1563
Ppp3cb_-_20546518.23-P1P2	Ppp3cb	887	1406	790	984	1411
Xylb_-_119357629.23-P1P2	Xylb	2106	2396	1628	2044	4360
Htr1b_-_81633060.23-P1P2	Htr1b	1122	1343	729	1200	2016
Pde10a_+_8801995.23-P1P2	Pde10a	1362	1922	1338	1545	2699
Oprk1_+_5588507.23-P1P2	Oprk1	179	179	161	303	332
Kcnh2_+_24351624.23-P1	Kcnh2_P1	1290	1429	954	1583	2236
Vars_+_35001553.23-P1P2	Vars	1582	2157	1804	2127	3141
Acta1_+_123894745.23-P1P2	Acta1	1226	1276	1466	1292	2272
Aars_+_111033951.23-P1P2	Aars	758	646	607	633	1457
Car13_-_14641816.23-P1P2	Car13	441	212	264	414	553
Sod1_+_90221136.23-P1P2	Sod1	122	158	128	111	177
Crybb1_+_112255827.23-P1P2	Crybb1	1037	1038	626	951	1757
Uqcrc1_-_108936724.23-P1P2	Uqcrc1	2048	2142	1948	2063	3709
Prkch_-_73584845.23-P1P2	Prkch	249	269	191	321	423
Sult2a6_+_14254507.23-P1P2	Sult2a6	2181	2754	2611	2188	3766
Gp1ba_-_70639216.23-P1P2	Gp1ba	650	530	569	740	1150
Aak1_+_86849634.23-P1P2	Aak1	403	414	464	403	591
Ptp4a2_-_129820374.23-P1P2	Ptp4a2	1226	1298	1130	1120	1316
Hc_-_35061384.23-P1P2	Hc	1965	1659	1527	2014	2698
Pak2_+_32079316.23-P1P2	Pak2	1520	1431	1538	1238	1702
Grid2_+_63256056.23-P1P2	Grid2	2361	2389	2485	2507	4477
Ppp1r3d_+_178414412.23-P1P2	Ppp1r3d	1542	1743	1669	2177	2992
Ndufa2_-_36744448.23-P1P2	Ndufa2	741	554	815	821	1438
Dpp6_+_27262223.23-P1	Dpp6_P1	2834	2928	2711	2687	5048
Krt7_+_101412439.23-P1	Krt7_P1	1355	1428	1415	1538	2500
Ndufab1_+_122101629.23-P1P2	Ndufab1	2282	2591	2268	2186	4179
Gabbr1_+_37050697.23-P2	Gabbr1_P2	1247	1687	1239	1213	1962
Ptpra_-_130450332.23-P1P2	Ptpra	2463	1971	2407	2169	3980
Hrh2_-_54192173.23-P1P2	Hrh2	332	425	93	206	396
Pkm_+_59656609.23-P1P2	Pkm	1615	1188	1356	1296	2737
Cacna2d1_+_15934950.23-P1P2	Cacna2d1	1178	1204	1338	1467	2291
Serpina1b_+_103828018.23-P1P2	Serpina1b	3081	3664	3336	3149	5266
Pkn1_+_83698906.23-P1	Pkn1_P1	443	893	276	400	704
Pptc7_-_122284409.23-P1P2	Pptc7	1625	1809	1550	2116	4423
Efnb2_+_8661205.23-P1P2	Efnb2	1916	2330	1883	2123	3054
Mmp1a_-_7464144.23-P1P2	Mmp1a	1879	2547	1912	1883	3333
Fgfr3_+_33721828.23-P1P2	Fgfr3	1394	1431	1520	1563	2277
Dusp6_+_99263232.23-P1P2	Dusp6	1630	2230	1981	1909	3394
Kcna1_-_126645743.23-P1P2	Kcna1	1464	1663	1830	1518	2511
Kcnn2_+_45269107.23-ENSMUST00000183850.1,ENSMUST00000066890.7	Kcnn2	2574	2211	1855	2433	3546
non-targeting_00133	non-targeting	865	884	828	984	1643
Zap70_+_36761885.23-P1P2	Zap70	2086	2987	2066	2098	3878
Fpr1_+_17883881.23-P1P2	Fpr1	361	136	291	299	536
Ntrk1_-_87794980.23-P1P2	Ntrk1	1617	1395	1410	1392	2688
Csf1r_-_61106145.23-P1P2	Csf1r	3187	3129	2806	2920	5519
Cyp2c37_-_39992516.23-P1P2	Cyp2c37	84	86	19	51	122
Ppp1r15a_-_45526171.23-P1P2	Ppp1r15a	1594	889	1119	1378	2103
Blvra_+_127080575.23-P2	Blvra_P2	226	366	510	361	623
Pim3_-_88862256.23-P1P2	Pim3	656	626	698	531	1062
Scn1b_-_31126996.23-P1P2	Scn1b	842	1107	1068	733	1473
Gsg2_-_73138245.23-P1P2	Gsg2	2335	2138	2313	2372	3963
Pgk2_-_40208407.23-P1P2	Pgk2	1535	2307	1501	1631	2991
Abcc2_+_43782312.23-P1P2	Abcc2	1548	1373	1282	1576	3203
Pptc7_+_122284434.23-P1P2	Pptc7	1187	1395	1306	1338	2362
Trappc3_-_126262486.23-P1P2	Trappc3	1329	2297	1418	2396	5072
Selp_-_164115620.23-P1P2	Selp	2142	2468	2038	2277	3924
Cacnb4_+_52558565.23-P1P2	Cacnb4	2603	2635	2250	2324	4415
Glrx_+_75840252.23-P1P2	Glrx	1635	1434	1869	2052	3258
Cdkn3_-_46760610.23-P1P2	Cdkn3	1521	1658	1922	1691	2279
Jakmip1_-_37047514.23-P2	Jakmip1_P2	3670	3227	2667	2904	4933
Chka_+_3851850.23-P1P2	Chka	1401	1257	1420	1129	2182
Smg1_-_118243585.23-P1P2	Smg1	1582	2040	2011	1869	3121
Htr1b_+_81632753.23-P1P2	Htr1b	1792	1662	1706	1657	2978
Ncoa5_+_165034633.23-P1P2	Ncoa5	3599	3980	2642	3419	6053
Nme4_+_26095447.23-P1P2	Nme4	756	1099	856	816	1423
Inpp5k_+_75631300.23-P1P2	Inpp5k	1105	1072	997	1020	2135
Map3k19_-_127840238.23-ENSMUST00000061512.2	Map3k19	1097	1414	1392	1348	2496
Ptpn18_+_34460050.23-P2	Ptpn18_P2	4421	3552	4093	4337	7614
Asna1_+_85025216.23-P1P2	Asna1	2067	2828	1740	2211	5380
Fgg_-_83007869.23-P1P2	Fgg	989	1543	1241	1142	2085
F5_-_164151849.23-P1P2	F5	2830	3390	2631	2867	4804
Rps6ka5_-_100725000.23-P1P2	Rps6ka5	1046	1703	880	1173	1818
Scarb1_-_125341031.23-P1P2	Scarb1	2860	2230	2720	2968	5088
Pfkm_-_98108611.23-P1	Pfkm_P1	1806	2079	1806	1968	3143
Dapk1_-_60601974.23-P1P2	Dapk1	2025	1760	2058	2116	3549
Arl1_+_88731392.23-P1P2	Arl1	2567	2381	2858	2588	4777
Dlg4_+_70018452.23-P1	Dlg4_P1	1515	1644	1303	1344	2470
Myh14_-_44670810.23-P2	Myh14_P2	3005	3256	2926	3111	4521
Ppp1r13b_+_111907998.23-P1P2	Ppp1r13b	2646	2627	2064	2575	3585
Ppat_+_76951117.23-P1P2	Ppat	1320	677	1020	900	1618
Trappc2_+_166440831.23-P1P2	Trappc2	1335	1281	1113	1188	2394
Adck3_-_180193469.23-P2	Adck3_P2	2397	2464	2690	2537	4874
Acyp2_-_30649423.23-P1P2	Acyp2	606	858	759	800	986
Cdk18_+_132139449.23-P1P2	Cdk18	1244	1912	1554	1788	3156
Arhgap26_-_38993186.23-P1P2	Arhgap26	2488	2622	2812	2635	4445
Fpr1_+_17883667.23-P1P2	Fpr1	136	188	132	200	271
Kcnk1_+_125995451.23-P1P2	Kcnk1	1658	2379	1464	1677	2925
Tufm_+_126487349.23-P1P2	Tufm	3032	2503	2921	3306	5541
Slc16a5_+_115462482.23-P1	Slc16a5_P1	2362	3077	2055	2840	4247
Ppm1l_+_69317121.23-P1P2	Ppm1l	2213	2455	2261	2330	3269
Papss1_+_131564871.23-P1P2	Papss1	1121	853	624	1087	1325
S100a13_+_90514974.23-P1P2	S100a13	1598	1429	1652	1459	2967
Acp5_-_22130526.23-P1	Acp5_P1	482	336	671	655	1125
Bhmt2_+_93674274.23-P1P2	Bhmt2	1345	1778	1065	1519	2057
non-targeting_00042	non-targeting	1561	1726	1563	1432	2530
Agxt_-_93135301.23-P1P2	Agxt	1185	1665	1097	1343	1809
Chrm2_-_36388081.23-P1P2	Chrm2	2385	2612	2530	2522	4319
Slc1a6_+_78780510.23-P1P2	Slc1a6	1879	2027	1870	1825	3213
Kcnk2_+_189343710.23-P1P2	Kcnk2	2153	1916	2109	2251	3851
Gsta1_-_78230664.23-P1P2	Gsta1	1123	1098	1184	985	1973
Vamp2_+_69088545.23-P1P2	Vamp2	793	1301	770	937	1500
Musk_-_58286169.23-P1P2	Musk	3039	2675	2112	2214	4293
Dut_+_125247274.23-P1P2	Dut	2295	2880	2078	2629	4161
Grm4_+_27513333.23-P1P2	Grm4	2425	2748	2336	2346	3788
Slc25a10_+_120492170.23-P1P2	Slc25a10	795	800	644	875	1247
Ppp1cc_+_122158311.23-P1P2	Ppp1cc	1164	1340	918	1269	1830
Grid1_+_34819817.23-P1P2	Grid1	1932	2708	3069	2320	3463
Ndufv2_+_66101493.23-P1P2	Ndufv2	3185	2722	2379	2836	4736
Uqcr10_+_4704318.23-P1P2	Uqcr10	2921	2797	2263	2516	4433
Vwf_-_125552986.23-P1P2	Vwf	1254	952	1157	1303	1923
Uqcrb_+_66905117.23-P1P2	Uqcrb	2413	2717	2222	2992	4952
Map3k4_-_12232536.23-ENSMUST00000115691.2	Map3k4	44	30	61	145	261
Psat1_+_15924816.23-P1P2	Psat1	3597	3796	2870	3492	5282
Pkig_+_163694110.23-P2	Pkig_P2	4261	4312	3651	4009	7410
Tbk1_+_121586718.23-P1P2	Tbk1	2320	2545	2313	2310	3937
Gss_+_155592671.23-P1P2	Gss	1482	1444	1827	1664	3171
non-targeting_00086	non-targeting	492	699	1002	941	1273
Snrk_-_122117412.23-P1P2	Snrk	1874	2222	1788	2031	3110
Adck5_-_76576451.23-P1P2	Adck5	15	0	43	35	64
Naglu_+_101070337.23-P1P2	Naglu	405	557	435	519	858
Gcsh_-_116993521.23-P1P2	Gcsh	1440	1600	1226	1689	2496
Akap3_-_126853125.23-P1P2	Akap3	0	0	0	13	9
Camk2g_-_20793982.23-P1P2	Camk2g	1347	1508	1161	1627	2360
Myo3b_-_70039327.23-P1P2	Myo3b	2056	2802	2503	2371	4195
Slc25a15_+_22398539.23-P1P2	Slc25a15	251	151	162	146	350
Arpc5_-_152766645.23-P1P2	Arpc5	2253	2681	2009	2320	3736
Mccc2_+_100015314.23-P1P2	Mccc2	3296	3770	3416	3516	5757
Ppp6c_-_39226261.23-P1P2	Ppp6c	122	181	147	180	314
Nr3c2_-_76902536.23-P1	Nr3c2_P1	2292	1965	2354	2595	3880
Cyp3a41b_+_145584376.23-P1P2	Cyp3a41b	472	683	413	460	1000
Scpep1_-_88955400.23-P1P2	Scpep1	1779	2097	1600	1806	3242
Ip6k3_+_27167528.23-P1P2	Ip6k3	1267	1579	1268	1027	1811
P4hb_-_120572798.23-P1P2	P4hb	2346	2929	2433	2631	4265
Ntrk2_+_58807921.23-P1P2	Ntrk2	788	1018	1021	975	1335
Riok1_+_38037307.23-P1P2	Riok1	2019	2172	1461	1932	3174
Nek6_-_38511716.23-P1P2	Nek6	762	1162	1001	1162	1554
Piga_-_164419821.23-P1P2	Piga	1909	2122	2193	1913	2757
Pkmyt1_-_23726492.23-P1P2	Pkmyt1	1947	2300	1932	2119	3415
Hnmt_+_24048820.23-P1P2	Hnmt	926	1453	1338	1515	2292
St14_-_31131753.23-P1P2	St14	1582	1653	1649	1807	2911
Nrk_+_138914449.23-P1P2	Nrk	2121	1884	2190	2178	4155
Qdpr_+_45450108.23-P1P2	Qdpr	2475	2914	2206	2540	4386
Prkag3_+_74748816.23-P1P2	Prkag3	1354	1089	1108	1406	2281
Igf1r_-_67952035.23-P1P2	Igf1r	1382	1700	1477	1600	2353
Pde8b_+_95250256.23-P1	Pde8b_P1	2828	3077	2474	2969	5176
Aurka_-_172370474.23-P1P2	Aurka	262	786	246	347	783
Metap2_-_93889744.23-P1P2	Metap2	2245	2153	2024	2370	3796
Chrnd_-_87190683.23-P1P2	Chrnd	1951	2429	2025	1944	3731
Gucy2f_-_142196713.23-P1P2	Gucy2f	1826	1678	1756	2027	3500
Acacb_+_114146717.23-P1P2	Acacb	3652	3175	3187	2721	4926
Ibtk_+_85749285.23-P1P2	Ibtk	2230	2725	2023	2507	3958
Guk1_+_59191620.23-P1	Guk1_P1	2261	2949	2637	2671	4869
Rpl13a_-_45128631.23-P1	Rpl13a_P1	1126	760	972	1098	1348
Grik5_-_25072726.23-P1P2	Grik5	1514	1677	1563	1506	2630
Gm2a_+_55098142.23-P1P2	Gm2a	2084	2084	1677	1930	3399
Ptpro_+_137252316.23-P1P2	Ptpro	1861	2184	1281	2163	2988
Park7_+_150914426.23-P2	Park7_P2	2204	1925	1871	2010	3233
Hipk4_+_27523282.23-P1P2	Hipk4	381	186	245	448	702
Zap70_+_36761880.23-P1P2	Zap70	795	954	1091	879	1405
Dusp10_-_184034544.23-P1P2	Dusp10	1755	1757	1858	2090	2920
Igf1r_+_67951894.23-P1P2	Igf1r	2620	2980	2088	2268	4133
Sdf2_-_78246250.23-P1P2	Sdf2	2217	2171	2253	2183	3266
Ikbkg_-_74424707.23-P2	Ikbkg_P2	1388	1148	1283	1134	1877
Mylk_+_34784970.23-ENSMUST00000023538.8	Mylk	330	227	291	327	490
Tub_+_109010888.23-P1P2	Tub	1377	1223	1238	1530	2252
Abcc8_-_46179945.23-P1P2	Abcc8	1168	1128	966	1440	2277
Pmvk_+_89459385.23-P1P2	Pmvk	2122	1639	1899	2020	3219
Slc32a1_+_158611045.23-P1P2	Slc32a1	287	464	301	461	562
Ogdh_-_6291659.23-P1P2	Ogdh	597	1051	735	812	1376
Aars2_-_45506906.23-P1P2	Aars2	2282	2797	2291	2305	3246
Bdkrb2_-_105563186.23-P1P2	Bdkrb2	1646	1617	1430	1599	2211
Abce1_-_79711648.23-P1P2	Abce1	1850	1651	2215	1846	2921
Slc29a1_-_45593647.23-P2	Slc29a1_P2	971	1229	1145	1218	1858
Nucks1_-_131910575.23-P1P2	Nucks1	1927	2197	2174	1998	2456
Ltf_+_111019362.23-P1P2	Ltf	870	1200	1414	1531	2328
Pde8b_+_95222970.23-P2	Pde8b_P2	603	349	338	590	787
Ctsk_+_95499274.23-P1P2	Ctsk	2162	2577	1940	2463	3739
Casp7_+_56397306.23-P1P2	Casp7	1758	1922	1746	1950	3120
Map2k1_+_64253569.23-P1P2	Map2k1	2303	2680	3271	2440	5243
Iyd_+_3540308.23-P1P2	Iyd	1658	1531	1476	1983	3321
Ip6k1_-_108002666.23-P1P2	Ip6k1	1240	1253	1108	1632	2557
Smg1_-_118243576.23-P1P2	Smg1	1390	1065	1112	1334	1747
Mtap_-_89137494.23-P1P2	Mtap	1499	1840	1368	1453	2925
Ephb2_-_136835777.23-P1P2	Ephb2	439	532	403	268	560
B4galt1_-_40853915.23-P1P2	B4galt1	1851	2095	1721	1907	2573
Mme_+_63296241.23-P2	Mme_P2	1221	1547	1521	1377	2504
Pitpna_-_75588144.23-P1P2	Pitpna	2111	2109	2552	2145	3514
Pi4ka_-_17405814.23-P1P2	Pi4ka	1351	1480	1360	1593	2568
Ramp3_+_6658525.23-P1P2	Ramp3	2539	2160	2517	2598	4152
Tub_+_109010923.23-P1P2	Tub	2144	2010	1517	1673	2767
Ptpn7_+_135132755.23-P1P2	Ptpn7	1872	2422	1792	2295	3624
Agtr1a_-_30336631.23-P1P2	Agtr1a	2195	2844	2473	2430	3980
Arl5b_-_15055344.23-P1P2	Arl5b	2379	2059	2080	2038	3400
Prkd3_+_79020730.23-P1P2	Prkd3	270	325	90	216	287
Kat5_-_5609957.23-P1P2	Kat5	2829	3691	2650	2956	4516
Ldhc_+_46861363.23-P1P2	Ldhc	971	1000	1184	1292	2103
Mapk6_-_75409918.23-P1P2	Mapk6	683	1049	515	584	1141
Epha3_-_63864026.23-P1P2	Epha3	2242	3395	2641	2972	4594
Ppp2r1b_-_50856974.23-P1P2	Ppp2r1b	1387	1521	1423	1693	2204
Chrna2_-_66141004.23-P1P2	Chrna2	1132	1446	871	1221	2259
Pcsk2_-_143546150.23-P1P2	Pcsk2	2510	2821	2418	2645	4889
Trim33_-_103279796.23-P1P2	Trim33	380	559	212	222	491
Ramp3_+_6658676.23-P1P2	Ramp3	2048	2126	1987	2484	4083
Nme2_+_93955886.23-P1P2	Nme2	17	150	29	42	92
Akt1_+_112674222.23-P1P2	Akt1	1255	1138	1381	1538	2420
Pck1_-_173153015.23-P1P2	Pck1	1087	1322	1370	1202	2145
Car1_+_14778346.23-P1P2	Car1	1682	1585	1446	1847	2384
Pkia_-_7366722.23-P1P2	Pkia	1914	2255	2048	2136	3554
Ern1_-_106487805.23-P1P2	Ern1	2386	2755	2427	2693	4243
Agxt2_-_10358572.23-P1P2	Agxt2	2282	3224	2705	2526	4599
Kat2a_-_100712456.23-P1P2	Kat2a	1697	1645	1590	1706	2569
Hadh_-_131271993.23-P1P2	Hadh	1332	1488	1647	1835	3376
Oas1a_+_120907042.23-P1P2	Oas1a	1080	616	919	879	1794
Pask_-_93342739.23-P1P2	Pask	3146	3339	2838	3412	5677
Mtnr1b_+_15874394.23-ENSMUST00000057920.6	Mtnr1b	1464	1214	1251	1357	2048
Mapk3_-_126759904.23-P1P2	Mapk3	2662	3062	2636	2779	4497
Mtmr4_-_87595688.23-P2	Mtmr4_P2	2316	2618	2233	2488	3688
Gngt1_+_3994066.23-P1P2	Gngt1	1257	679	1083	1220	1914
Trim24_-_37870887.23-P1P2	Trim24	2558	3289	2901	2909	4890
Sacm1l_-_123529892.23-P1P2	Sacm1l	1770	2401	1925	2089	4769
